Contract_Number,Consumer_ID,Product,Contract_Status,Application Date,Entry Date,StartHalf,First Installment Date,Purchase Amt,Deposit Amt,Financed Amt,Deposit_Percent,Total Term,Term_Run,Term_Remaining,Payment Type,Total No Of Payments,Freq,Instalment Amt,Total Payments Received,Total Balance Outstanding,Amt Paid To Merchant_nettofmerchfeesandGST,Gtee Rate,Gtee Charges,Est Fees,Proc Fees,Other Fees,Total Merchant Charges,Total Consumer Charges,Total Charges,Effective Billing Rate,Expected Contract End Date,No Of Days In Default,Arrears Amount,No Of Days In Arrears,DefaultAmount,DefaultDate,MonthsToDefault,Recent Default_Default Date,Recent Default_Default Amt,Recent Default_Recov Amt,Recent Default_Cure Date,Consumer Post Code,Consumer Year Of Birth,Merchant Number,Merchant Name,Industry Name,Homowner Ind,Homowner Consumer
60901446,L60901446,SHIELS,Default,2006/11/17,2006/11/28,2006H2,2006/12/7,479,47.9,431.1,0.1,12,12,0,Bank,26,FN,16.57821874,414.50 ,16.60 ,369.9,0.080300003,34.61,21,0,0,55.61 ,0.00,55.61 ,0.128995593,2007/12/7,1182,0,1182,16.6,2008/4/16,17,2007/12/18,16.60 ,0.00 ,,5112,1988/6/12,30100759,SHIELS - ELIZABETH,Jewellery,No,No
61221351,L61221351,AIRCON,Default,2007/6/15,2007/7/20,2007H2,2007/8/2,3238,0,3238,0,24,24,0,Bank,52,FN,62.25965236,560.34 ,2677.66 ,2692.1,0.140900001,456.23,40,0,0,496.23 ,10.00,506.23 ,0.156340334,2009/8/2,1181,2677.66,1181,2677.66,2008/4/16,9,2007/12/18,2677.66 ,0.00 ,,6232,1967/4/18,30108864,COOL OR COSY - WA,Air Conditioning / Heating,Yes,Yes
60922420,L60922420,RING&CH,Default,2007/6/9,2007/6/15,2007H1,2007/6/20,3470,347,3123,0.1,18,18,0,CC,18,Mth,173.5,867.50 ,2255.50 ,2663.1,0.123300001,385.06,33,0,0,418.06 ,20.00,438.06 ,0.140268972,2008/12/20,1181,2255.5,1181,2255.5,2008/4/16,10,2007/12/18,2255.50 ,0.00 ,,4051,1967/3/19,30102493,WALLACE BISHOP - CENTRAL MALL,Jewellery,No,No
61237822,L61237822,RING,Default,2007/7/30,2007/8/5,2007H2,2007/8/16,3500,1000,2500,0.285714286,18,18,0,Bank,18,Mth,138.8888889,833.32 ,1666.68 ,2145.5,0.118900001,297.25,25,0,0,322.25 ,10.00,332.25 ,0.1329,2009/2/16,1181,1666.68,1181,1666.68,2008/4/17,8,2007/12/19,1666.68 ,0.00 ,,2200,1961/12/13,30101132,ANGUS & COOTE BANKSTOWN (138),Jewellery,No,No
61305715,L61305715,JEWELLY,Default,2007/10/19,2007/10/26,2007H2,2007/11/8,1663,166.3,1496.7,0.1,12,12,0,Bank,26,FN,57.55652976,115.12 ,1381.58 ,1339,0.081699997,122.28,21,0,0,143.28 ,10.00,153.28 ,0.102411973,2008/11/8,1181,1381.58,1181,1381.58,2008/4/17,6,2007/12/19,1381.58 ,0.00 ,,5113,1983/9/30,30100772,SHIELS - MUNNO PARA,Jewellery,No,No
61262951,L61262951,VACUUM,Default,2007/9/12,2007/9/25,2007H2,2007/10/10,999,0,999,0,12,12,0,Bank,26,FN,38.41716659,153.68 ,845.32 ,891.8,0.097499996,97.4,0,0,0,97.40 ,10.00,107.40 ,0.107507508,2008/10/10,1181,845.32,1181,845.32,2008/4/16,7,2007/12/18,845.32 ,0.00 ,,7306,1986/7/26,30113648,GODFREYS - BURNIE,Vacuums,No,No
61169896,L61169896,CHAIN,Default,2007/4/16,2007/4/16,2007H1,2007/5/5,2075,207.5,1867.5,0.1,12,12,0,Bank,12,Mth,155.625,1089.34 ,778.16 ,1555.1,0.134399995,250.99,28,0,5,283.99 ,10.00,293.99 ,0.157424364,2008/5/5,1181,778.16,1181,778.16,2008/4/16,12,2007/12/18,778.16 ,0.00 ,,2290,1984/4/5,30111266,MICHAEL HILL JEWELLER CHARLESTOWN (269),Jewellery,No,No
60644096,L60644096,RIDE ON,Default,2007/2/9,2007/2/18,2007H1,2007/3/9,3140,785,2355,0.25,12,12,0,Bank,26,FN,90.56299031,1720.83 ,634.17 ,2050.7,0.106399998,250.57,26,0,0,276.57 ,45.00,321.57 ,0.136547771,2008/3/9,1181,634.17,1181,634.17,2008/4/16,14,2007/12/18,634.17 ,0.00 ,,4341,1974/11/8,30105146,IPSWICH MOWER & SAW SERVICE,Mowers,No,No
61193868,L61193868,BEDDING,Default,2007/9/6,2007/11/11,2007H2,2007/12/10,2297,229.7,2067.3,0.1,18,18,0,CC,18,Mth,114.85,0.00 ,2067.30 ,1794.5,0.104000002,214.99,33,0,0,247.99 ,10.00,257.99 ,0.124795627,2009/6/10,1180,2067.3,1180,2067.3,2008/4/17,5,2007/12/19,2067.30 ,0.00 ,,2194,1965/11/10,30107777,WENATEX NSW,Furniture / Bedding New,No,No
60760468,L60760468,SOLAHAR,Default,2007/8/13,2007/8/19,2007H2,2007/9/18,3375,975,2400,0.288888889,12,12,0,CC,12,Mth,200,600.00 ,1800.00 ,2209,0.061900001,148.55,25,0,0,173.55 ,0.00,173.55 ,0.0723125,2008/9/18,1180,1800,1180,1800,2008/4/18,8,2007/12/20,1800.00 ,0.00 ,,4500,1944/4/15,30105658,SOLAHART - STRATHPINE,Hot Water / Gas,Yes,Yes
61287984,L61241954,,Default,2007/10/20,2007/10/30,2007H2,2007/11/8,1600,160,1440,0.1,12,12,0,CC,12,Mth,120,120.00 ,1320.00 ,1201.5,0.133200005,191.8,25,0,0,216.80 ,10.00,226.80 ,0.1575,2008/11/8,1180,1320,1180,1320,2008/4/17,6,2007/12/19,1320.00 ,0.00 ,,4211,1949/8/15,30111233,MICHAEL HILL JEWELLER AUSTRALIA FAIR (430),Jewellery,No,No
61246511,L61246511,CHAIN.,Default,2007/7/30,2007/8/21,2007H2,2007/8/26,1595,398.75,1196.25,0.25,12,12,0,Bank,26,FN,46.00253807,322.07 ,874.18 ,1058.9,0.0845,101.08,23.75,0,0,124.83 ,50.00,174.83 ,0.14614838,2008/8/26,1180,874.18,1180,874.18,2008/4/17,8,2007/12/19,874.18 ,0.00 ,,2905,1972/5/18,30113843,MICHAEL HILL JEWELLER - TUGGERANONG (466),Jewellery,No,No
61259735,L61259735,VACUUM,Default,2007/7/23,2007/8/5,2007H2,2007/8/17,1199,120,1079,0.100083403,12,12,0,Bank,26,FN,41.49361637,332.00 ,747.00 ,969.8,0.092,99.26,0,0,0,99.26 ,10.00,109.26 ,0.101260426,2008/8/17,1180,747,1180,747,2008/4/18,8,2007/12/20,747.00 ,0.00 ,,4160,1952/5/12,30107267,GODFREYS - CAPALABA SUPERSTORE,Vacuums,No,No
61123917,L61123917,SYSTEM,Default,2007/4/27,2007/5/9,2007H1,2007/5/25,1873,469,1404,0.250400427,12,12,0,Bank,26,FN,53.99169359,756.00 ,648.00 ,1244.5,0.081900001,114.98,30,0,0,144.98 ,20.00,164.98 ,0.117507123,2008/5/25,1180,648,1180,648,2008/4/18,11,2007/12/20,648.00 ,0.00 ,,2827,1985/3/31,30110847,BEST DEAL 4 U COMPUTERS & IT,Computers,No,No
61070705,L61070705,REPAIRS,Default,2007/1/24,2007/2/5,2007H1,2007/3/7,2485.95,621.49,1864.46,0.250001006,12,12,0,Bank,12,Mth,155.3716667,1398.33 ,466.13 ,1656,0.090899996,169.47,20,0,0,189.47 ,10.00,199.47 ,0.106985401,2008/3/7,1180,466.13,1180,466.13,2008/4/18,14,2007/12/20,466.13 ,0.00 ,,3182,1984/3/28,30107801,MIDAS CAR CARE - PRAHRAN,Auto Repair / Service,No,No
61256937,L61256937,JEWELLY,Default,2007/9/8,2007/9/12,2007H2,2007/9/24,1095,374,721,0.341552511,6,6,0,Bank,13,FN,55.45300723,332.76 ,388.24 ,640.7,0.066500001,47.94,25,0,0,72.94 ,10.00,82.94 ,0.115034674,2008/3/24,1180,388.24,1180,388.24,2008/4/17,7,2007/12/19,388.24 ,0.00 ,,6056,1964/7/28,30113188,MICHAEL HILL JEWELLER MIDLAND (465),Jewellery,No,No
60901674,L60901674,JEWELR,Default,2007/4/5,2007/4/16,2007H1,2007/4/27,678,67.8,610.2,0.1,12,12,0,Bank,26,FN,23.46562067,369.92 ,240.28 ,530.3,0.0845,51.56,21,0,0,72.56 ,30.00,102.56 ,0.168076041,2008/4/27,1180,240.28,1180,240.28,2008/4/18,12,2007/12/20,240.28 ,0.00 ,,5045,1988/4/20,30100764,SHIELS - RUNDLE MALL,Jewellery,No,No
60946208,L60946208,,Default,2007/8/17,2007/8/24,2007H2,2007/8/31,439,109.75,329.25,0.25,12,12,0,Bank,24,FN,12.66151361,95.97 ,233.28 ,279.5,0.076499999,25.18,20,0,0,45.18 ,10.00,55.18 ,0.167593014,2008/8/31,1180,233.28,1180,233.28,2008/4/18,8,2007/12/20,233.28 ,0.00 ,,4812,1969/5/14,30101702,GOLDMARK CASTLETOWN (667),Jewellery,No,No
60765248,L60765248,FURNITU,Default,2006/2/15,2006/6/16,2006H1,2006/7/7,8012,4012,4000,0.500748877,18,18,0,Bank,18,Mth,222.2222222,3777.74 ,222.26 ,3638.1,0.075999998,303.99,25,0,0,328.99 ,20.00,348.99 ,0.0872475,2008/1/7,1180,222.26,1180,222.26,2008/4/18,22,2007/12/20,222.26 ,0.00 ,,2196,1974/1/2,30101881,FREEDOM FURNITURE - BLACKTOWN 2150,Furniture / Bedding New,No,No
60741192,L60741192,JEWELS,Default,2007/8/11,2007/8/21,2007H2,2007/8/30,199,49.75,149.25,0.25,12,12,0,Bank,26,FN,5.739501615,40.18 ,109.07 ,114.6,0.076499999,11.41,20,0,0,31.41 ,10.00,41.41 ,0.277453936,2008/8/30,1180,109.07,1180,109.07,2008/4/17,8,2007/12/19,109.07 ,0.00 ,,4702,1988/1/21,30101697,GOLDMARK ROCKHAMPTON (665),Jewellery,No,No
61296475,L61296475,JEWELL,Default,2007/11/1,2007/11/6,2007H2,2007/12/1,5200,1300,3900,0.25,21,21,0,Bank,21,Mth,185.7142857,0.00 ,3900.00 ,3279.6,0.1382,538.97,25,0,0,563.97 ,0.00,563.97 ,0.144607692,2009/9/1,1179,3900,1179,3900,2008/4/18,5,2007/12/20,3900.00 ,0.00 ,,2160,1983/11/27,30107438,MICHAEL HILL JEWELLER - MERRYLANDS (444),Jewellery,No,No
61028067,L61028067,ROOFING,Default,2007/2/22,2007/3/23,2007H1,2007/4/12,8842,4000,4842,0.452386338,18,18,0,Bank,36,FN,124.1347485,1441.50 ,3400.50 ,4310.3,0.093000002,450.3,33,0,0,483.30 ,50.00,533.30 ,0.110140438,2008/10/12,1179,3400.5,1179,3400.5,2008/4/18,13,2007/12/20,3400.50 ,0.00 ,,2573,1963/1/17,30107010,MODERN ROOF RESTORATION (NSW) PTY LTD,Roofing / Shutters / Gutters,Yes,Yes
61161714,L61161714,/002123,Default,2007/9/25,2007/10/1,2007H2,2007/10/20,3630,910,2720,0.250688705,18,18,0,CC,18,Mth,151.1111111,302.22 ,2417.78 ,2334,0.119800001,325.85,25,0,0,350.85 ,10.00,360.85 ,0.132665441,2009/4/20,1179,2417.78,1179,2417.78,2008/4/19,6,2007/12/21,2417.78 ,0.00 ,,4031,1963/6/2,30111226,MICHAEL HILL JEWELLER TOOMBUL (422),Jewellery,No,No
61285227,L61285227,LOUNGE,Default,2007/10/14,2007/10/17,2007H2,2007/11/10,2445,245,2200,0.100204499,12,12,0,Bank,26,FN,84.60236887,169.22 ,2030.78 ,1961.5,0.0867,190.73,26,0,0,216.73 ,10.00,226.73 ,0.103059091,2008/11/10,1179,2030.78,1179,2030.78,2008/4/19,6,2007/12/21,2030.78 ,0.00 ,,5074,1983/8/20,30108107,SA LOUNGE SUITES,Furniture / Bedding New,No,No
61173664,L61296334,VACUUM,Default,2007/11/7,2007/11/20,2007H2,2007/12/7,2198,220,1978,0.100090992,12,12,0,Bank,12,Mth,164.8333333,0.00 ,1978.00 ,1774.7,0.093400002,184.74,0,0,0,184.74 ,10.00,194.74 ,0.098452983,2008/12/7,1179,1978,1179,1978,2008/4/18,5,2007/12/20,1978.00 ,0.00 ,,2113,1980/5/31,30104669,GODFREYS - AUBURN,Vacuums,No,No
61281064,L61281064,RING,Default,2007/11/15,2007/11/25,2007H2,2007/12/8,1949,196,1753,0.100564392,12,12,0,Bank,26,FN,67.41270574,0.00 ,1753.00 ,1572.3,0.081699997,143.22,21,0,0,164.22 ,10.00,174.22 ,0.099383913,2008/12/8,1179,1753,1179,1753,2008/4/19,5,2007/12/21,1753.00 ,0.00 ,,6065,1977/1/1,30114833,SHIELS - BULL CREEK,Jewellery,No,No
61223637,L61223637,,Default,2007/6/17,2007/6/29,2007H1,2007/7/4,2050,205,1845,0.1,12,12,0,Bank,12,Mth,153.75,323.75 ,1521.25 ,1546.1,0.134399995,247.96,23.75,0,0,271.71 ,40.00,311.71 ,0.168948509,2008/7/4,1179,1521.25,1179,1521.25,2008/4/18,10,2007/12/20,1521.25 ,0.00 ,,2299,1986/4/24,30111263,MICHAEL HILL JEWELLER JESMOND (266),Jewellery,No,No
61269131,L61269131,REPAIRS,Default,2007/9/11,2007/10/4,2007H2,2007/10/10,1849.7,462.45,1387.25,0.250013516,12,12,0,Bank,26,FN,53.34756191,213.40 ,1173.85 ,1250,0.075499997,104.73,20,0,0,124.73 ,0.00,124.73 ,0.089911696,2008/10/10,1179,1173.85,1179,1173.85,2008/4/19,6,2007/12/21,1173.85 ,0.00 ,,4114,1983/1/12,30115033,GOODYEAR SUMNER PARK,Auto Repair / Service,No,No
61299912,L61299912,,Default,2007/10/24,2007/11/1,2007H2,2007/11/25,1229,123,1106,0.100081367,12,12,0,Bank,24,FN,42.53191817,46.08 ,1059.92 ,916.4,0.133200005,147.31,25,0,0,172.31 ,10.00,182.31 ,0.164837251,2008/11/25,1179,1059.92,1179,1059.92,2008/4/19,5,2007/12/21,1059.92 ,0.00 ,,2747,1976/3/8,30111254,MICHAEL HILL JEWELLER PENRITH (256),Jewellery,No,No
50018456,L50018456,BABY GOODS,Default,2007/8/1,2007/8/8,2007H2,2007/8/23,1462.75,500,962.75,0.341821911,6,6,0,Bank,6,Mth,160.4583333,469.03 ,493.72 ,851,0.079499997,76.53,25,0,0,101.53 ,80.00,181.53 ,0.188553622,2008/2/23,1179,493.72,1179,493.72,2008/4/18,8,2007/12/20,493.72 ,0.00 ,,4660,1987/12/26,44000168,BUBS BARGAINS,Baby Furniture / Clothes,No,No
61194548,L61194548,JEWELLS,Default,2007/8/6,2007/8/14,2007H2,2007/9/3,720,180,540,0.25,12,12,0,Bank,24,FN,20.76603599,157.50 ,382.50 ,463.6,0.0845,45.62,23.75,0,0,69.37 ,50.00,119.37 ,0.221055556,2008/9/3,1179,382.5,1179,382.5,2008/4/19,8,2007/12/21,382.50 ,0.00 ,,4504,1986/8/22,30102933,MICHAEL HILL JEWELLER - NORTH LAKES (443),Jewellery,No,No
61043693,L61043693,WARRANT,Default,2007/2/15,2007/2/22,2007H1,2007/3/8,3125,625,2500,0.2,10,10,0,Bank,10,Mth,250,2250.00 ,250.00 ,2272.5,0.0735,183.74,23,0,0,206.74 ,10.00,216.74 ,0.086696,2008/1/8,1179,250,1179,250,2008/4/19,14,2007/12/21,250.00 ,0.00 ,,6302,1961/2/13,30102262,GRAND TOYOTA - AFTERMARKET,New Car Servicing  & Aftermkt.,No,No
60936778,L60936778,RING,Default,2006/12/8,2006/12/13,2006H2,2007/1/8,2775,278,2497,0.10018018,12,12,0,Bank,12,Mth,208.0833333,2288.88 ,208.12 ,2097,0.134399995,335.59,28,0,0,363.59 ,10.00,373.59 ,0.149615539,2008/1/8,1179,208.12,1179,208.12,2008/4/19,16,2007/12/21,208.12 ,0.00 ,,3167,1970/5/12,30104088,MICHAEL HILL JEWELLER HEAD OFFICE (901),Jewellery,No,No
61089937,L61089937,RING,Default,2007/3/13,2007/3/19,2007H1,2007/4/9,1100,500,600,0.454545455,12,12,0,Bank,12,Mth,50,400.00 ,200.00 ,527.5,0.076499999,45.89,20,0,0,65.89 ,10.00,75.89 ,0.126483333,2008/4/9,1179,200,1179,200,2008/4/19,13,2007/12/21,200.00 ,0.00 ,,5074,1974/8/7,30107789,AMIES  MT OMMANEY (331),Jewellery,No,No
99643056,L99643056,643056,Default,2007/7/19,2007/8/7,2007H2,2007/9/9,484.53,250,234.53,0.515963924,6,6,0,Bank,6,Mth,39.08833333,117.24 ,117.29 ,194.9,0.073399998,17.21,9.75,0,9,35.96 ,10.00,45.96 ,0.195966401,2008/3/9,1179,117.29,1179,117.29,2008/4/19,8,2007/12/21,117.29 ,0.00 ,,3072,1981/11/19,30100721,LUBE MOBILE - THORNBURY,Auto Repair / Service,No,No
61120648,L61120648,JEWELLERY,Default,2007/3/8,2007/3/14,2007H1,2007/3/25,529.8,131.08,398.72,0.247414119,12,12,0,Bank,24,FN,15.33302569,298.98 ,99.74 ,333.2,0.091499999,36.48,23,0,0,59.48 ,10.00,69.48 ,0.174257624,2008/3/25,1179,99.74,1179,99.74,2008/4/19,13,2007/12/21,99.74 ,0.00 ,,2168,1982/9/21,30113159,PROUDS JEWELLERS LIVERPOOL (269 - 2),Jewellery,No,No
60956858,L60956858,R/NG,Default,2006/12/21,2007/1/5,2007H1,2007/1/19,549,138,411,0.25136612,12,12,0,CC,12,Mth,34.25,376.75 ,34.25 ,346.6,0.0845,34.72,23.75,0,0,58.47 ,10.00,68.47 ,0.166593674,2008/1/19,1179,34.25,1179,34.25,2008/4/19,15,2007/12/21,34.25 ,0.00 ,,3181,1986/4/23,30107862,MICHAEL HILL JEWELLER SOUTHLAND (458),Jewellery,No,No
61123083,L60942784T1,MAINT,Default,2007/11/13,2007/11/21,2007H2,2007/12/19,825,281,544,0.340606061,6,6,0,Bank,6,Mth,90.66666667,0.00 ,544.00 ,476.8,0.075400002,41.01,20,0,0,61.01 ,0.00,61.01 ,0.112150735,2008/6/19,1178,544,1178,544,2008/4/19,5,2007/12/21,544.00 ,0.00 ,,2768,1978/12/11,30106479,MIDAS CAR CARE - BLACKTOWN,Auto Repair / Service,No,No
60728697,L60717227,JEWELRY,Default,2007/11/19,2007/11/22,2007H2,2007/12/19,523,131,392,0.250478011,12,12,0,Bank,26,FN,15.07460391,0.00 ,392.00 ,326.9,0.092299998,36.18,23,0,0,59.18 ,0.00,59.18 ,0.150969388,2008/12/19,1178,392,1178,392,2008/4/19,5,2007/12/21,392.00 ,0.00 ,,2160,1985/8/26,30111585,PROUDS JEWELLERS PARRAMATTA (272),Jewellery,No,No
61097239,L61097239,RING,Default,2007/1/12,2007/1/16,2007H1,2007/2/5,755,75,680,0.099337748,12,12,0,Bank,26,FN,26.1498231,575.30 ,104.70 ,550.9,0.131300002,89.28,28,0,0,117.28 ,10.00,127.28 ,0.187176471,2008/2/5,1178,104.7,1178,104.7,2008/4/19,15,2007/12/21,104.70 ,0.00 ,,3134,1978/7/2,30111282,MICHAEL HILL JEWELLER EASTLANDS (381),Jewellery,No,No
61088918,L61088918,1006686,Default,2006/12/21,2007/1/9,2007H1,2007/1/21,799,200,599,0.250312891,12,12,0,Bank,26,FN,23.0349177,529.69 ,69.31 ,517.2,0.0845,50.61,23.75,0,0,74.36 ,10.00,84.36 ,0.140834725,2008/1/21,1178,69.31,1178,69.31,2008/4/19,15,2007/12/21,69.31 ,0.00 ,,2250,1958/1/24,30111260,MICHAEL HILL JEWELLER ERINA FAIR (263),Jewellery,No,No
61075304,L61075304,REPAIRS,Default,2007/10/5,2007/10/9,2007H2,2007/10/25,1688,506.4,1181.6,0.3,10,10,0,Bank,18,FN,54.52699585,196.92 ,984.68 ,1049.4,0.080499999,95.11,25,0,0,120.11 ,10.00,130.11 ,0.110113406,2008/8/25,1176,984.68,1176,984.68,2008/4/22,6,2007/12/24,984.68 ,0.00 ,,2606,1980/9/4,30111726,AUTO MECHANICAL & FUEL INJECTION (PEDDERS),Auto Repair / Service,No,No
61186720,L61186720,2031444,Default,2007/6/15,2007/7/3,2007H2,2007/7/15,1025,102.5,922.5,0.1,12,12,0,CC,12,Mth,76.875,384.35 ,538.15 ,759.9,0.134399995,123.98,23.75,0,0,147.73 ,20.00,167.73 ,0.181821138,2008/7/15,1176,538.15,1176,538.15,2008/4/22,9,2007/12/24,538.15 ,0.00 ,,2285,1983/9/28,30107515,MICHAEL HILL JEWELLER - GLENDALE (449),Jewellery,No,No
60642228,L60642228,BABY GO,Default,2007/5/10,2007/5/15,2007H1,2007/6/11,975,243.75,731.25,0.25,10,10,0,Bank,10,Mth,73.125,438.72 ,292.53 ,647,0.073200002,53.52,23,0,0,76.52 ,10.00,86.52 ,0.118317949,2008/4/11,1176,292.53,1176,292.53,2008/4/22,11,2007/12/24,292.53 ,0.00 ,,6210,1980/3/13,30106131,BUSTER BABIES,Baby Furniture / Clothes,No,No
61060041,L61060041,BEDDING,Default,2007/6/8,2007/6/12,2007H1,2007/6/20,1979,495,1484,0.250126326,12,12,0,Bank,12,Mth,123.6666667,741.96 ,742.04 ,1326.4,0.079000004,117.23,26,0,0,143.23 ,0.00,143.23 ,0.096516173,2008/6/20,1175,742.04,1175,742.04,2008/4/22,10,2007/12/24,742.04 ,0.00 ,,3023,1961/10/7,30106706,BEDS R US TAYLORS LAKE,Furniture / Bedding New,No,No
61180929,L61180929,JEWELLE,Default,2007/11/13,2007/11/20,2007H2,2007/12/13,5369,1342.25,4026.75,0.25,21,21,0,CC,21,Mth,191.75,0.00 ,4026.75 ,3387.1,0.1382,556.49,25,0,0,581.49 ,10.00,591.49 ,0.146890172,2009/9/13,1173,4026.75,1173,4026.75,2008/4/25,5,2007/12/27,4026.75 ,0.00 ,,3171,1981/12/4,30107862,MICHAEL HILL JEWELLER SOUTHLAND (458),Jewellery,No,No
61297359,L61297359,10W5279,Default,2007/10/23,2007/10/26,2007H2,2007/11/12,2000,200,1800,0.1,12,12,0,Bank,12,Mth,150,150.00 ,1650.00 ,1508.7,0.133200005,239.76,25,0,0,264.76 ,10.00,274.76 ,0.152644444,2008/11/12,1173,1650,1173,1650,2008/4/25,6,2007/12/27,1650.00 ,0.00 ,,2560,1988/5/12,30111258,MICHAEL HILL JEWELLER CAMPBELLTOWN (260),Jewellery,No,No
61223795,L61223795,FURNITU,Default,2007/9/8,2007/9/14,2007H2,2007/10/14,2289.8,572.45,1717.35,0.25,12,12,0,CC,12,Mth,143.1125,286.22 ,1431.13 ,1536.8,0.080399998,138.07,26,0,0,164.07 ,10.00,174.07 ,0.101359653,2008/10/14,1173,1431.13,1173,1431.13,2008/4/25,7,2007/12/27,1431.13 ,0.00 ,,4069,1962/9/8,30113750,THE OUTLET FURNITURE & HOMEWARES - CAPALABA,Furniture / Bedding New,No,No
61194567,L61194567,2031W91,Default,2007/9/4,2007/9/19,2007H2,2007/10/3,2160,540,1620,0.25,21,21,0,Bank,21,Mth,77.14285714,192.85 ,1427.15 ,1350.1,0.136000007,220.32,25,0,0,245.32 ,10.00,255.32 ,0.157604938,2009/7/3,1173,1427.15,1173,1427.15,2008/4/25,7,2007/12/27,1427.15 ,0.00 ,,4508,1970/4/16,30102933,MICHAEL HILL JEWELLER - NORTH LAKES (443),Jewellery,No,No
61187647,L61187647,VACUUM,Default,2007/7/19,2007/8/5,2007H2,2007/8/19,1999,199,1800,0.099549775,12,12,0,Bank,26,FN,69.22011998,623.07 ,1176.93 ,1617.8,0.092,165.6,0,0,0,165.60 ,0.00,165.60 ,0.092,2008/8/19,1173,1176.93,1173,1176.93,2008/4/25,8,2007/12/27,1176.93 ,0.00 ,,2767,1963/7/20,30104682,GODFREYS - LIVERPOOL,Vacuums,No,No
60822387,L60822387,SOFA,Default,2006/4/3,2006/5/29,2006H1,2006/6/30,2999,750,2249,0.250083361,24,24,0,Bank,24,Mth,93.70833333,1078.04 ,1170.96 ,1924.2,0.113499999,255.26,40,0,0,295.26 ,60.00,355.26 ,0.157963539,2008/6/30,1173,1170.96,1173,1170.96,2008/4/25,23,2007/12/27,1170.96 ,0.00 ,,3016,1985/3/28,30107886,OZ DESIGN HOPPERS CROSSING,Furniture / Bedding New,No,No
61098571,L60410796,FURNITURE,Default,2006/12/4,2006/12/12,2006H2,2006/12/28,2292,0,2292,0,18,18,0,Bank,39,FN,58.76019074,1292.72 ,999.28 ,1984.6,0.107500002,246.38,33,0,0,279.38 ,65.00,344.38 ,0.150253054,2008/6/28,1173,999.28,1173,999.28,2008/4/25,16,2007/12/27,999.28 ,0.00 ,,3177,1986/8/31,30107763,OZ DESIGN DANDENONG,Furniture / Bedding New,No,No
61268548,L61268548,JEWELLE,Default,2007/9/10,2007/9/19,2007H2,2007/10/16,1184,119,1065,0.100506757,12,12,0,CC,12,Mth,88.75,177.50 ,887.50 ,883.1,0.131799996,140.36,25,0,0,165.36 ,0.00,165.36 ,0.155267606,2008/10/16,1173,887.5,1173,887.5,2008/4/25,7,2007/12/27,887.50 ,0.00 ,,2160,1975/10/4,30107438,MICHAEL HILL JEWELLER - MERRYLANDS (444),Jewellery,No,No
61241676,L61241676,VACUUM,Default,2007/9/20,2007/10/9,2007H2,2007/11/12,505,0,505,0,12,12,0,Bank,12,Mth,42.08333333,42.08 ,462.92 ,450,0.098899998,49.94,0,0,0,49.94 ,10.00,59.94 ,0.118693069,2008/11/12,1173,462.92,1173,462.92,2008/4/25,6,2007/12/27,462.92 ,0.00 ,,2298,1983/12/11,30104688,GODFREYS - NEWCASTLE,Vacuums,No,No
61238201,L61238201,TRUSEAL,Default,2007/8/10,2007/8/16,2007H2,2007/9/10,895,223.75,671.25,0.25,9,9,0,CC,9,Mth,74.58333333,223.74 ,447.51 ,580.2,0.0845,56.72,21,0,5,82.72 ,10.00,92.72 ,0.138130354,2008/6/10,1173,447.51,1173,447.51,2008/4/25,8,2007/12/27,447.51 ,0.00 ,,3013,1959/6/4,30107576,MELBOURNE CITY TOYOTA,New Car Servicing  & Aftermkt.,No,No
61131015,L61131015,PUPPY,Default,2007/10/31,2007/11/6,2007H2,2007/11/21,695,278,417,0.4,6,6,0,Bank,6,Mth,69.5,69.50 ,347.50 ,359.4,0.077500001,32.31,20,0,0,52.31 ,10.00,62.31 ,0.14942446,2008/5/21,1173,347.5,1173,347.5,2008/4/25,5,2007/12/27,347.50 ,0.00 ,,2290,1986/4/14,30106905,PETS WORLD - NEWCASTLE,Aquarium / Pet Stores,No,No
61262683,L61044354,FURNITU,Default,2007/10/2,2007/11/1,2007H2,2007/11/30,3197,0,3197,0,24,24,0,Bank,24,Mth,133.2083333,133.20 ,3063.80 ,2744.7,0.116099998,371.17,40,0,0,411.17 ,25.00,436.17 ,0.136431029,2009/11/30,1172,3063.8,1172,3063.8,2008/4/26,5,2007/12/28,3063.80 ,0.00 ,,3148,1970/7/14,30107885,OZ DESIGN NUNAWADING,Furniture / Bedding New,No,No
61199002,L61199002T1,BED,Default,2007/10/23,2007/11/26,2007H2,2007/12/14,4600,1600,3000,0.347826087,24,24,0,CC,24,Mth,125,0.00 ,3000.00 ,2611.1,0.109499998,328.5,20,0,5,353.50 ,10.00,363.50 ,0.121166667,2009/12/14,1172,3000,1172,3000,2008/4/25,5,2007/12/27,3000.00 ,0.00 ,,2144,1962/6/26,30115011,FORTY WINKS BANKSTOWN,Furniture / Bedding New,No,No
60930144,L60930144,SCUBA,Default,2006/12/6,2007/1/2,2007H1,2007/1/19,4802.21,1000,3802.21,0.208237457,24,24,0,Bank,52,FN,73.10817567,1681.53 ,2120.68 ,3221.5,0.129099995,490.86,37,0,0,527.86 ,20.00,547.86 ,0.144089885,2009/1/19,1172,2120.68,1172,2120.68,2008/4/25,15,2007/12/27,2120.68 ,0.00 ,,2262,1976/1/13,30105905,OCEANIC DIVING AUSTRALIA,Diving / Skiing,No,No
